prediction date,10u,10v,2t,sp,100u,100v,vel10,vel100,targ
2017-01-01 00:00:00,-1.2798175811767578,1.3806734085083008,273.81787109375,96771.75,0.3217582702636719,3.3047885894775386,1.8826024811550248,3.3204150351460604,0.0
2017-01-01 01:00:00,-1.1892738342285156,1.070063591003418,273.21044921875,96716.9375,0.8909025192260742,2.668832778930664,1.5998150960569553,2.8136054628639986,0.0
2017-01-01 02:00:00,-1.072871208190918,1.337834358215332,272.912841796875,96661.5625,1.6117172241210938,2.16127109527588,1.7148916582065672,2.6960573357782294,0.0
2017-01-01 03:00:00,-0.5458879470825195,1.7859449386596682,273.69287109375,96642.25,2.2267475128173837,1.4964494705200195,1.8675098325561912,2.68286516688,0.0
2017-01-01 04:00:00,-0.5029830932617188,1.4750442504882812,274.214599609375,96608.5,2.0297746658325195,1.078897476196289,1.5584439460582669,2.2986963605918547,0.0
2017-01-01 05:00:00,-0.6015338897705078,1.3826379776000977,273.240478515625,96538.6875,1.9334087371826167,1.4603872299194336,1.5078231984037538,2.4229734225380684,0.0
2017-01-01 06:00:00,-0.7995443344116211,1.5236482620239258,272.895263671875,96485.25,1.816039085388184,2.03973388671875,1.7206903175929862,2.731027698190981,0.0
2017-01-01 07:00:00,-0.8315954208374023,1.5320072174072266,272.781005859375,96434.25,1.8188591003417969,2.6423139572143555,1.7431572098194612,3.207814127312547,0.0
2017-01-01 08:00:00,-0.9484529495239258,1.6363363265991209,272.4404296875,96395.8125,1.9463748931884768,3.1442794799804688,1.891338037265824,3.6979546607632576,0.0
2017-01-01 09:00:00,-0.8362751007080078,2.1195316314697266,273.83203125,96362.5,2.5261592864990234,3.3956899642944336,2.2785456723236663,4.2322796545567725,2.847380410022779e-06
2017-01-01 10:00:00,-0.0302696228027343,2.5112180709838867,277.258544921875,96322.125,2.8908061981201167,3.795445442199707,2.5114004957594185,4.770971240722816,1.993166287015945e-05
2017-01-01 11:00:00,1.128217697143555,2.1538209915161133,279.95947265625,96278.5,2.867449760437012,3.0832719802856445,2.4314234587260524,4.210562222915704,0.00100569476082
2017-01-01 12:00:00,2.513808250427246,2.0600347518920903,281.20068359375,96178.6875,3.6173629760742174,2.7276382446289062,3.2500730913195164,4.530488416742148,0.001007403189066
2017-01-01 13:00:00,4.481037139892578,1.9783391952514648,281.820556640625,96099.125,6.200821876525879,2.7502450942993164,4.898318060371833,6.783364948395404,0.0037038724373576
2017-01-01 14:00:00,3.4870281219482417,1.5760374069213867,281.40869140625,96002.0,5.055407524108887,2.304316520690918,3.8266511509769705,5.555809559582278,0.0115210706150341
2017-01-01 15:00:00,2.966969490051269,1.7370691299438477,281.125,95932.625,4.624340057373047,2.6492576599121094,3.4380688063357554,5.329454673306448,1.082004555808656e-05
2017-01-01 16:00:00,1.6868867874145508,2.614463806152344,280.088134765625,95881.875,3.41507625579834,4.146586418151856,3.1114318291157184,5.371864178859983,0.0156059225512528
2017-01-01 17:00:00,1.2297286987304688,2.9401149749755864,279.32666015625,95819.25,3.1846837997436523,4.929086685180664,3.186927789981602,5.868398968575243,0.1049470387243735
2017-01-01 18:00:00,0.077916145324707,3.2161874771118164,279.1591796875,95752.0,1.5254068374633791,5.7573957443237305,3.2171311464771115,5.95604497771273,0.1456406605922551
2017-01-01 19:00:00,-0.6364297866821289,3.910186767578125,279.1708984375,95682.9375,0.5202350616455078,7.319242775440216,3.9616415070926494,7.337708043060796,0.13625284738041
2017-01-01 20:00:00,-0.4337835311889648,4.5626220703125,278.654296875,95631.0,0.8014554977416992,8.415966987609862,4.58319629826538,8.454042302437305,0.1179145785876993
2017-01-01 21:00:00,-1.0009431838989258,4.29428768157959,277.999755859375,95598.5,-0.1354808807373047,8.389379501342772,4.409398365940634,8.390473376788444,0.0777761958997722
2017-01-01 22:00:00,-1.8577814102172847,3.9479494094848633,277.8076171875,95564.6875,-1.5903854370117188,7.995210647583008,4.363216280222745,8.151853723999448,0.1774544419134396
2017-01-01 23:00:00,-2.1571950912475586,3.686099052429199,277.42431640625,95536.8125,-2.12942886352539,7.686866760253906,4.270926935224017,7.9763643268541475,0.2735472665148064
2017-01-02 00:00:00,-3.3482046127319336,3.507529258728028,276.084228515625,95480.375,-4.015368461608887,8.064887046813965,4.8490448162037625,9.009194578892776,0.2817796127562642
2017-01-02 01:00:00,-2.248779296875,4.938285827636719,276.165283203125,95464.625,-2.7155981063842773,9.671188354492188,5.426202653927634,10.04521564046602,0.2151748291571754
2017-01-02 02:00:00,-3.355870246887207,4.435944557189941,276.610595703125,95431.75,-4.491724014282227,8.951144218444824,5.562325882974304,10.014917245782804,0.1783735763097949
2017-01-02 03:00:00,-3.8268222808837886,3.973113059997559,276.3681640625,95428.625,-6.189399719238281,7.881893157958983,5.516357145525639,10.02162205623359,0.2230597949886104
2017-01-02 04:00:00,-4.189659118652344,4.26739501953125,276.630615234375,95415.875,-6.6672773361206055,8.196235656738281,5.98029295128816,10.565550909324864,0.274003986332574
